Name,rate,stock,currentStock,outStock,Date
Milk thistle,29,201,201,0,2024-10-12T02:54:01.591312
Ginger,45,308,308,0,2024-10-12T02:54:01.606968
Echinacea,16,455,455,0,2024-10-12T02:54:01.606968
Garlic,28,163,163,0,2024-10-12T02:54:01.622715
Onion,84,47,47,0,2024-10-12T02:54:01.622715
Thyme,93,168,168,0,2024-10-12T02:54:01.638237
Oregano,88,227,227,0,2024-10-12T02:54:01.638237
Rosemary,52,75,75,0,2024-10-12T02:54:01.653860
Basil,17,387,387,0,2024-10-12T02:54:01.653860
Cinnamon,89,199,199,0,2024-10-12T02:54:01.653860
Cloves,8,169,169,0,2024-10-12T02:54:01.669469
Black seed oil,54,402,402,0,2024-10-12T02:54:01.669469
Grapeseed extract,78,452,452,0,2024-10-12T02:54:01.685092
Pomegranate extract,52,148,148,0,2024-10-12T02:54:01.685092
Green tea extract,86,190,190,0,2024-10-12T02:54:01.700732
Hyaluronic acid,78,230,230,0,2024-10-12T02:54:01.700732
L-Carnitine,11,104,104,0,2024-10-12T02:54:01.716398
Creatine,12,117,117,0,2024-10-12T02:54:01.716398
Beta-alanine,38,18,18,0,2024-10-12T02:54:01.732002
Arginine,29,115,115,0,2024-10-12T02:54:01.732002
Citrulline,61,298,298,0,2024-10-12T02:54:01.732002
Glutamine,27,121,121,0,2024-10-12T02:54:01.747607
BCAAs,89,351,351,0,2024-10-12T02:54:01.747607
HMB,44,473,473,0,2024-10-12T02:54:01.763218
D-Aspartic acid,46,114,114,0,2024-10-12T02:54:01.763218
Testosterone boosters,5,206,206,0,2024-10-12T02:54:01.778932
DHT blockers,73,200,200,0,2024-10-12T02:54:01.778932
Hair growth supplements,46,270,270,0,2024-10-12T02:54:01.794565
Collagen,62,238,238,0,2024-10-12T02:54:01.794565
Biotin,93,89,89,0,2024-10-12T02:54:01.810180
Keratin,90,126,126,0,2024-10-12T02:54:01.810180
Astaxanthin,28,104,104,0,2024-10-12T02:54:01.825728
Lutein,66,114,114,0,2024-10-12T02:54:01.825728
Zeaxanthin,70,453,453,0,2024-10-12T02:54:01.825728
Bacopa monnieri,88,287,287,0,2024-10-12T02:54:01.841345
Rhodiola rosea,67,194,194,0,2024-10-12T02:54:01.841345
Ashwagandha,8,500,500,0,2024-10-12T02:54:01.856967
Holy basil,19,375,375,0,2024-10-12T02:54:01.856967
Schisandra,56,323,323,0,2024-10-12T02:54:01.872712
Cordyceps,24,194,194,0,2024-10-12T02:54:01.872712
Lion's mane,66,59,59,0,2024-10-12T02:54:01.888220
Reishi,74,321,321,0,2024-10-12T02:54:01.888220
Chaga,66,335,335,0,2024-10-12T02:54:01.903848
Maitake,81,408,408,0,2024-10-12T02:54:01.903848
Shiitake,92,4,4,0,2024-10-12T02:54:01.903848
Turkey tail,90,188,188,0,2024-10-12T02:54:01.919467
Agaricus blazei,15,431,431,0,2024-10-12T02:54:01.919467
Enoki,85,77,77,0,2024-10-12T02:54:01.935221
Oyster,37,425,425,0,2024-10-12T02:54:01.935221
Cordonopsis,13,81,81,0,2024-10-12T02:54:01.950833
Ginseng,21,414,414,0,2024-10-12T02:54:01.950833
Siberian ginseng,45,364,364,0,2024-10-12T02:54:01.966454
Panax ginseng,48,39,39,0,2024-10-12T02:54:01.966454
American ginseng,93,429,429,0,2024-10-12T02:54:01.966454
Guarana,84,150,150,0,2024-10-12T02:54:01.981968
Cacao,39,133,133,0,2024-10-12T02:54:01.981968
Ginger,57,483,483,0,2024-10-12T02:54:01.997596
Turmeric,62,329,329,0,2024-10-12T02:54:01.997596
Ginkgo biloba,85,320,320,0,2024-10-12T02:54:02.013237
Rhodiola rosea,64,448,448,0,2024-10-12T02:54:02.013237
L-arginine,87,146,146,0,2024-10-12T02:54:02.028928
L-citrulline,75,7,7,0,2024-10-12T02:54:02.028928
Acetyl L-carnitine,45,320,320,0,2024-10-12T02:54:02.044468
Glutathione,85,14,14,0,2024-10-12T02:54:02.044468
N-acetylcysteine,84,95,95,0,2024-10-12T02:54:02.044468
R-alpha lipoic acid,6,433,433,0,2024-10-12T02:54:02.060093
Astaxanthin,34,438,438,0,2024-10-12T02:54:02.060093
Selenium,19,481,481,0,2024-10-12T02:54:02.075727
Zinc,5,241,241,0,2024-10-12T02:54:02.075727
Vitamin D,38,265,265,0,2024-10-12T02:54:02.091386
Vitamin C,85,149,149,0,2024-10-12T02:54:02.091386
Vitamin A,15,169,169,0,2024-10-12T02:54:02.107082
Vitamin E,82,144,144,0,2024-10-12T02:54:02.111455
CoQ10,73,7,7,0,2024-10-12T02:54:02.111455
Omega-3 fatty acids,20,443,443,0,2024-10-12T02:54:02.123169
Krill oil,4,365,365,0,2024-10-12T02:54:02.123169
Flaxseed oil,18,113,113,0,2024-10-12T02:54:02.139239
Fish oil,77,208,208,0,2024-10-12T02:54:02.139239
Algal oil,47,362,362,0,2024-10-12T02:54:02.154879
Evening primrose oil,98,214,214,0,2024-10-12T02:54:02.154879
Black seed oil,39,273,273,0,2024-10-12T02:54:02.170510
Saw palmetto,13,214,214,0,2024-10-12T02:54:02.170510
Stinging nettle,72,29,29,0,2024-10-12T02:54:02.186120
Pumpkin seed oil,7,293,293,0,2024-10-12T02:54:02.186120
Hyaluronic acid,48,64,64,0,2024-10-12T02:54:02.186120
Vitamin K2,39,481,481,0,2024-10-12T02:54:02.201766
Folate,49,155,155,0,2024-10-12T02:54:02.201766
Biotin,24,327,327,0,2024-10-12T02:54:02.217372
L-Theanine,94,177,177,0,2024-10-12T02:54:02.223818
5-HTP,2,302,302,0,2024-10-12T02:54:02.233357
Tryptophan,69,87,87,0,2024-10-12T02:54:02.233357
Magnesium,39,360,360,0,2024-10-12T02:54:02.248991
Potassium,20,174,174,0,2024-10-12T02:54:02.248991
Calcium,8,277,277,0,2024-10-12T02:54:02.248991
Sodium,34,295,295,0,2024-10-12T02:54:02.264616
Chloride,45,296,296,0,2024-10-12T02:54:02.264616
Phosphate,32,476,476,0,2024-10-12T02:54:02.280242
Lysine,10,264,264,0,2024-10-12T02:54:02.280242
Threonine,84,254,254,0,2024-10-12T02:54:02.295906
Serine,44,281,281,0,2024-10-12T02:54:02.295906
Methionine,17,24,24,0,2024-10-12T02:54:02.295906
Leucine,30,48,48,0,2024-10-12T02:54:02.311493
Isoleucine,68,263,263,0,2024-10-12T02:54:02.311493
Valine,83,328,328,0,2024-10-12T02:54:02.327119
Histidine,72,47,47,0,2024-10-12T02:54:02.327119
Phenylalanine,18,351,351,0,2024-10-12T02:54:02.342753
Taurine,19,155,155,0,2024-10-12T02:54:02.342753
Creatine,80,142,142,0,2024-10-12T02:54:02.342753
DHEA,17,185,185,0,2024-10-12T02:54:02.358372
Testosterone,25,237,237,0,2024-10-12T02:54:02.358372
Pregnenolone,86,160,160,0,2024-10-12T02:54:02.373993
Androstenedione,72,387,387,0,2024-10-12T02:54:02.373993
Dehydroepiandrosterone,47,298,298,0,2024-10-12T02:54:02.389708
Estrone,74,65,65,0,2024-10-12T02:54:02.389708
Estradiol,11,110,110,0,2024-10-12T02:54:02.405244
Progesterone,54,14,14,0,2024-10-12T02:54:02.405244
Thyroid hormones,82,430,430,0,2024-10-12T02:54:02.405244
Adrenal hormones,73,456,456,0,2024-10-12T02:54:02.420878
Insulin,79,188,188,0,2024-10-12T02:54:02.420878
Glucagon,90,77,77,0,2024-10-12T02:54:02.436601
Vasopressin,14,69,69,0,2024-10-12T02:54:02.436601
Calcitonin,30,72,72,0,2024-10-12T02:54:02.452128
Parathyroid hormone,45,221,221,0,2024-10-12T02:54:02.452128
Oxytocin,22,451,451,0,2024-10-12T02:54:02.467742
Prolactin,16,22,22,0,2024-10-12T02:54:02.467742
Somatotropin,92,302,302,0,2024-10-12T02:54:02.483366
Melatonin,82,133,133,0,2024-10-12T02:54:02.483366
Histamine,6,316,316,0,2024-10-12T02:54:02.483366
Serotonin,3,153,153,0,2024-10-12T02:54:02.499008
Dopamine,6,259,259,0,2024-10-12T02:54:02.499008
Norepinephrine,42,454,454,0,2024-10-12T02:54:02.514615
Epinephrine,13,238,238,0,2024-10-12T02:54:02.514615
Acetylcholine,83,477,477,0,2024-10-12T02:54:02.530372
Gamma-aminobutyric acid,51,322,322,0,2024-10-12T02:54:02.530372
Endorphins,73,247,247,0,2024-10-12T02:54:02.530372
Enkephalins,89,338,338,0,2024-10-12T02:54:02.545866
Substance P,24,411,411,0,2024-10-12T02:54:02.545866
Neuropeptide Y,99,443,443,0,2024-10-12T02:54:02.561492
Leptin,26,426,426,0,2024-10-12T02:54:02.561492
Ghrelin,97,446,446,0,2024-10-12T02:54:02.577329
Cholecystokinin,38,210,210,0,2024-10-12T02:54:02.577329
Glucose-dependent insulinotropic peptide,49,446,446,0,2024-10-12T02:54:02.577329
Peptide YY,35,120,120,0,2024-10-12T02:54:02.592743
Neurotensin,19,173,173,0,2024-10-12T02:54:02.592743
Calcitonin gene-related peptide,63,119,119,0,2024-10-12T02:54:02.608365
Vasoactive intestinal peptide,90,351,351,0,2024-10-12T02:54:02.608365
Atrial natriuretic peptide,42,28,28,0,2024-10-12T02:54:02.624041
Brain natriuretic peptide,42,460,460,0,2024-10-12T02:54:02.624041
Corticotropin-releasing hormone,39,217,217,0,2024-10-12T02:54:02.639619
Thyrotropin-releasing hormone,36,233,233,0,2024-10-12T02:54:02.655239
Luteinizing hormone,2,51,51,0,2024-10-12T02:54:02.655239
Follicle-stimulating hormone,33,292,292,0,2024-10-12T02:54:02.670869
Adrenocorticotropic hormone,20,14,14,0,2024-10-12T02:54:02.670869
Growth hormone-releasing hormone,18,67,67,0,2024-10-12T02:54:02.670869
Melanocyte-stimulating hormone,1,302,302,0,2024-10-12T02:54:02.686490
Oxytocin,65,51,51,0,2024-10-12T02:54:02.686490
Antidiuretic hormone,71,157,157,0,2024-10-12T02:54:02.702117
Prolactin,16,149,149,0,2024-10-12T02:54:02.702117
Thyroid-stimulating hormone,56,102,102,0,2024-10-12T02:54:02.702117
Insulin-like growth factor,5,191,191,0,2024-10-12T02:54:02.717741
Thymosin,66,408,408,0,2024-10-12T02:54:02.717741
Gastrin,42,390,390,0,2024-10-12T02:54:02.733367
Secretin,53,340,340,0,2024-10-12T02:54:02.733367
Somatostatin,25,278,278,0,2024-10-12T02:54:02.733367
Insulin-like peptides,56,168,168,0,2024-10-12T02:54:02.748992
Adiponectin,72,204,204,0,2024-10-12T02:54:02.748992
Resistin,36,190,190,0,2024-10-12T02:54:02.764633
Tumor necrosis factor,91,180,180,0,2024-10-12T02:54:02.764633
Interleukins,78,46,46,0,2024-10-12T02:54:02.764633
Interferons,43,282,282,0,2024-10-12T02:54:02.780243
Transforming growth factor,9,330,330,0,2024-10-12T02:54:02.780243
Platelet-derived growth factor,28,330,330,0,2024-10-12T02:54:02.795955
Fibroblast growth factor,14,89,89,0,2024-10-12T02:54:02.795955
Vascular endothelial growth factor,19,437,437,0,2024-10-12T02:54:02.811590
Hepatocyte growth factor,17,208,208,0,2024-10-12T02:54:02.811590
Nerve growth factor,70,220,220,0,2024-10-12T02:54:02.827124
Epidermal growth factor,44,310,310,0,2024-10-12T02:54:02.827124
Insulin-like growth factor,55,286,286,0,2024-10-12T02:54:02.842874
Neurotrophic factors,9,499,499,0,2024-10-12T02:54:02.842874
Glycoprotein hormones,4,472,472,0,2024-10-12T02:54:02.842874
Prostaglandins,35,489,489,0,2024-10-12T02:54:02.858366
Leukotrienes,39,360,360,0,2024-10-12T02:54:02.858366
Thromboxanes,64,215,215,0,2024-10-12T02:54:02.874042
Lipoxins,16,54,54,0,2024-10-12T02:54:02.874042
Endocannabinoids,14,194,194,0,2024-10-12T02:54:02.889621
Nitric oxide,41,65,65,0,2024-10-12T02:54:02.889621
Carbon monoxide,64,389,389,0,2024-10-12T02:54:02.905369
Hydrogen sulfide,96,309,309,0,2024-10-12T02:54:02.905369
Endothelins,67,203,203,0,2024-10-12T02:54:02.920880
Cytokines,92,461,461,0,2024-10-12T02:54:02.920880
Chemokines,47,236,236,0,2024-10-12T02:54:02.936492
Pathogens,48,77,77,0,2024-10-12T02:54:02.936492
Viruses,11,95,95,0,2024-10-12T02:54:02.936492
Bacteria,13,214,214,0,2024-10-12T02:54:02.952168
Fungi,3,225,225,0,2024-10-12T02:54:02.952168
Parasites,52,40,40,0,2024-10-12T02:54:02.967740
Prions,7,197,197,0,2024-10-12T02:54:02.967740
Toxins,59,390,390,0,2024-10-12T02:54:02.983417
Allergens,34,102,102,0,2024-10-12T02:54:02.983417
Antigens,99,411,411,0,2024-10-12T02:54:02.999126
Antibodies,13,21,21,0,2024-10-12T02:54:02.999126
Inflammatory mediators,41,401,401,0,2024-10-12T02:54:03.014619
Immune cells,56,487,487,0,2024-10-12T02:54:03.014619
Cytokines,51,221,221,0,2024-10-12T02:54:03.030278
Interleukins,8,34,34,0,2024-10-12T02:54:03.030278
Tumor necrosis factor,76,489,489,0,2024-10-12T02:54:03.030278
Complement proteins,64,183,183,0,2024-10-12T02:54:03.045919
Histamine,37,101,101,0,2024-10-12T02:54:03.045919
Mast cells,19,440,440,0,2024-10-12T02:54:03.061617
Macrophages,97,83,83,0,2024-10-12T02:54:03.061617
T cells,21,472,472,0,2024-10-12T02:54:03.077163
B cells,20,173,173,0,2024-10-12T02:54:03.077163
Natural killer cells,85,87,87,0,2024-10-12T02:54:03.092843
Dendritic cells,39,98,98,0,2024-10-12T02:54:03.092843
Neutrophils,93,280,280,0,2024-10-12T02:54:03.108365
Eosinophils,54,174,174,0,2024-10-12T02:54:03.108365
Basophils,28,369,369,0,2024-10-12T02:54:03.108365
Monocytes,68,436,436,0,2024-10-12T02:54:03.124077
Granulocytes,10,196,196,0,2024-10-12T02:54:03.124077
Lymphocytes,30,219,219,0,2024-10-12T02:54:03.139697
Cytotoxic T cells,31,461,461,0,2024-10-12T02:54:03.139697
Helper T cells,99,216,216,0,2024-10-12T02:54:03.139697
Regulatory T cells,80,435,435,0,2024-10-12T02:54:03.155241
Memory T cells,27,380,380,0,2024-10-12T02:54:03.155241
Memory B cells,23,420,420,0,2024-10-12T02:54:03.170950
Plasma cells,95,476,476,0,2024-10-12T02:54:03.170950
Antigen-presenting cells,59,147,147,0,2024-10-12T02:54:03.186490
Immune complexes,60,276,276,0,2024-10-12T02:54:03.192094
Immunoglobulins,86,120,120,0,2024-10-12T02:54:03.202615
IgG,49,460,460,0,2024-10-12T02:54:03.202615
IgM,86,472,472,0,2024-10-12T02:54:03.202615
IgA,100,265,265,0,2024-10-12T02:54:03.218246
IgE,58,84,84,0,2024-10-12T02:54:03.218246
IgD,35,222,222,0,2024-10-12T02:54:03.233871
Cellular immunity,100,79,79,0,2024-10-12T02:54:03.233871
Humoral immunity,13,189,189,0,2024-10-12T02:54:03.249536
Adaptive immunity,67,233,233,0,2024-10-12T02:54:03.249536
Innate immunity,95,419,419,0,2024-10-12T02:54:03.265256
Autoimmunity,64,264,264,0,2024-10-12T02:54:03.265256
Hypersensitivity,79,153,153,0,2024-10-12T02:54:03.280885
Immunodeficiency,43,13,13,0,2024-10-12T02:54:03.280885
Vaccines,33,129,129,0,2024-10-12T02:54:03.280885
Adjuvants,22,448,448,0,2024-10-12T02:54:03.296378
Immunomodulators,36,442,442,0,2024-10-12T02:54:03.312082
Immunotherapy,54,490,490,0,2024-10-12T02:54:03.312082
Biologics,38,90,90,0,2024-10-12T02:54:03.312082
Monoclonal antibodies,95,157,157,0,2024-10-12T02:54:03.327734
Cytokine inhibitors,85,400,400,0,2024-10-12T02:54:03.327734
Checkpoint inhibitors,23,230,230,0,2024-10-12T02:54:03.343253
CAR T-cell therapy,74,210,210,0,2024-10-12T02:54:03.343253
Gene therapy,72,25,25,0,2024-10-12T02:54:03.358879
Cell therapy,50,356,356,0,2024-10-12T02:54:03.358879
Stem cell therapy,58,339,339,0,2024-10-12T02:54:03.374634
Transplantation,22,271,271,0,2024-10-12T02:54:03.374634
Immunosuppressants,12,312,312,0,2024-10-12T02:54:03.374634
Immunostimulants,38,127,127,0,2024-10-12T02:54:03.390123
Immunoadjuvants,33,408,408,0,2024-10-12T02:54:03.390123
Immunotherapeutic agents,48,364,364,0,2024-10-12T02:54:03.405748
Vaccines,23,329,329,0,2024-10-12T02:54:03.405748
Toxoids,78,358,358,0,2024-10-12T02:54:03.421392
Antitoxins,21,7,7,0,2024-10-12T02:54:03.421392
Immunoglobulins,12,364,364,0,2024-10-12T02:54:03.436997
Monoclonal antibodies,28,46,46,0,2024-10-12T02:54:03.436997
Hyperimmune globulin,95,454,454,0,2024-10-12T02:54:03.452621
Cytokines,53,88,88,0,2024-10-12T02:54:03.452621
Interferons,33,48,48,0,2024-10-12T02:54:03.468250
Interleukins,59,27,27,0,2024-10-12T02:54:03.468250
Colony-stimulating factors,47,448,448,0,2024-10-12T02:54:03.483872
Chemokines,57,87,87,0,2024-10-12T02:54:03.483872
Growth factors,29,35,35,0,2024-10-12T02:54:03.483872
Antigen-presenting cells,68,63,63,0,2024-10-12T02:54:03.499552
Macrophages,81,336,336,0,2024-10-12T02:54:03.499552
Dendritic cells,94,90,90,0,2024-10-12T02:54:03.515131
B cells,65,254,254,0,2024-10-12T02:54:03.515131
T cells,65,258,258,0,2024-10-12T02:54:03.515131
Natural killer cells,99,136,136,0,2024-10-12T02:54:03.530749
Regulatory T cells,17,62,62,0,2024-10-12T02:54:03.530749
Memory T cells,2,116,116,0,2024-10-12T02:54:03.546444
Memory B cells,82,161,161,0,2024-10-12T02:54:03.546444
Plasma cells,57,31,31,0,2024-10-12T02:54:03.562037
Cytotoxic T cells,84,330,330,0,2024-10-12T02:54:03.562037
Helper T cells,80,264,264,0,2024-10-12T02:54:03.577725
Immune complexes,86,147,147,0,2024-10-12T02:54:03.577725
Immunoglobulins,53,440,440,0,2024-10-12T02:54:03.593248
IgG,73,368,368,0,2024-10-12T02:54:03.593248
IgM,28,196,196,0,2024-10-12T02:54:03.593248
IgA,69,231,231,0,2024-10-12T02:54:03.608876
IgE,28,474,474,0,2024-10-12T02:54:03.608876
IgD,11,438,438,0,2024-10-12T02:54:03.624515
Complement proteins,71,474,474,0,2024-10-12T02:54:03.624515
Mast cells,30,437,437,0,2024-10-12T02:54:03.640187
Basophils,25,193,193,0,2024-10-12T02:54:03.640187
Eosinophils,45,295,295,0,2024-10-12T02:54:03.640187
Neutrophils,36,51,51,0,2024-10-12T02:54:03.656449
Monocytes,14,198,198,0,2024-10-12T02:54:03.656449
Granulocytes,64,381,381,0,2024-10-12T02:54:03.671540
Lymphocytes,93,244,244,0,2024-10-12T02:54:03.671540
Acetaminophen,55,284,284,0,2024-10-12T02:54:08.269979
Albuterol,5,472,472,0,2024-10-12T02:54:08.277239
Amoxicillin,66,407,407,0,2024-10-12T02:54:08.277239
Atorvastatin,64,361,361,0,2024-10-12T02:54:08.293729
Amlodipine,45,387,387,0,2024-10-12T02:54:08.309357
Azithromycin,70,257,257,0,2024-10-12T02:54:08.309357
Aspirin,45,278,278,0,2024-10-12T02:54:08.325100
Metformin,19,480,480,0,2024-10-12T02:54:08.325100
Ibuprofen,82,266,266,0,2024-10-12T02:54:08.340721
Lisinopril,11,447,447,0,2024-10-12T02:54:08.340721
Simvastatin,63,44,44,0,2024-10-12T02:54:08.356244
Omeprazole,39,13,13,0,2024-10-12T02:54:08.356244
Levothyroxine,5,497,497,0,2024-10-12T02:54:08.371855
Hydrocodone/Acetaminophen,55,138,138,0,2024-10-12T02:54:08.371855
Furosemide,17,96,96,0,2024-10-12T02:54:08.387488
Gabapentin,97,13,13,0,2024-10-12T02:54:08.403109
Warfarin,5,258,258,0,2024-10-12T02:54:08.403109
Clopidogrel,100,94,94,0,2024-10-12T02:54:08.418748
Metoprolol,65,14,14,0,2024-10-12T02:54:08.418748
Insulin,60,60,60,0,2024-10-12T02:54:08.434363
Sertraline,20,341,341,0,2024-10-12T02:54:08.449984
Cetirizine,96,191,191,0,2024-10-12T02:54:08.449984
Fluoxetine,70,10,10,0,2024-10-12T02:54:08.465605
Prednisone,86,115,115,0,2024-10-12T02:54:08.465605
Citalopram,81,106,106,0,2024-10-12T02:54:08.481329
Doxycycline,41,103,103,0,2024-10-12T02:54:08.481329
Tamsulosin,38,303,303,0,2024-10-12T02:54:08.497001
Montelukast,61,179,179,0,2024-10-12T02:54:08.497001
Ranitidine,68,102,102,0,2024-10-12T02:54:08.512481
Clonazepam,44,66,66,0,2024-10-12T02:54:08.512481
Loratadine,27,65,65,0,2024-10-12T02:54:08.528106
Naproxen,83,187,187,0,2024-10-12T02:54:08.528106
Tramadol,73,424,424,0,2024-10-12T02:54:08.543861
Bisoprolol,96,47,47,0,2024-10-12T02:54:08.543861
Valsartan,74,54,54,0,2024-10-12T02:54:08.559496
Carvedilol,17,470,470,0,2024-10-12T02:54:08.559496
Bupropion,46,182,182,0,2024-10-12T02:54:08.574984
Allopurinol,57,421,421,0,2024-10-12T02:54:08.590607
Ciproflaxin,28,156,156,0,2024-10-12T02:54:08.590607
Meloxicam,90,339,339,0,2024-10-12T02:54:08.606364
Pregabalin,43,296,296,0,2024-10-12T02:54:08.606364
Lovastatin,61,464,464,0,2024-10-12T02:54:08.622076
Duloxetine,20,224,224,0,2024-10-12T02:54:08.622076
Fluticasone,16,25,25,0,2024-10-12T02:54:08.637743
Acyclovir,15,190,190,0,2024-10-12T02:54:08.637743
Nifedipine,73,11,11,0,2024-10-12T02:54:08.653377
Gabapentin,34,484,484,0,2024-10-12T02:54:08.653377
Dexamethasone,96,62,62,0,2024-10-12T02:54:08.668995
Diazepam,20,370,370,0,2024-10-12T02:54:08.668995
Verapamil,86,10,10,0,2024-10-12T02:54:08.684621
Phenobarbital,18,297,297,0,2024-10-12T02:54:08.684621
Chlorpheniramine,64,336,336,0,2024-10-12T02:54:08.684621
Azathioprine,69,88,88,0,2024-10-12T02:54:08.700249
Methylprednisolone,13,21,21,0,2024-10-12T02:54:08.700249
Nitrofurantoin,64,250,250,0,2024-10-12T02:54:08.715872
Metoclopramide,21,139,139,0,2024-10-12T02:54:08.715872
Rivaroxaban,73,254,254,0,2024-10-12T02:54:08.731495
Amiodarone,32,58,58,0,2024-10-12T02:54:08.731495
Spironolactone,57,112,112,0,2024-10-12T02:54:08.747286
Clonidine,10,40,40,0,2024-10-12T02:54:08.750730
Atenolol,97,281,281,0,2024-10-12T02:54:08.763237
Rosuvastatin,15,485,485,0,2024-10-12T02:54:08.763237
Latanoprost,19,98,98,0,2024-10-12T02:54:08.778912
Terazosin,24,494,494,0,2024-10-12T02:54:08.778912
Ezetimibe,7,450,450,0,2024-10-12T02:54:08.778912
Bismuth subsalicylate,77,482,482,0,2024-10-12T02:54:08.794500
Liraglutide,38,335,335,0,2024-10-12T02:54:08.794500
Dexamethasone,72,110,110,0,2024-10-12T02:54:08.794500
Chlorpromazine,9,493,493,0,2024-10-12T02:54:08.810146
Trazodone,34,249,249,0,2024-10-12T02:54:08.810146
Phenytoin,46,366,366,0,2024-10-12T02:54:08.810146
Anastrozole,22,427,427,0,2024-10-12T02:54:08.825750
Mirtazapine,59,359,359,0,2024-10-12T02:54:08.825750
Levocetirizine,30,276,276,0,2024-10-12T02:54:08.825750
Nitroprusside,5,450,450,0,2024-10-12T02:54:08.841373
Fentanyl,94,195,195,0,2024-10-12T02:54:08.841373
Codeine,88,51,51,0,2024-10-12T02:54:08.856998
Methadone,50,83,83,0,2024-10-12T02:54:08.856998
Enalapril,69,404,404,0,2024-10-12T02:54:08.856998
Olmesartan,71,40,40,0,2024-10-12T02:54:08.872631
Diphenhydramine,47,95,95,0,2024-10-12T02:54:08.872631
Sacubitril/Valsartan,30,337,337,0,2024-10-12T02:54:08.872631
Sevelamer,83,452,452,0,2024-10-12T02:54:08.888271
Buprenorphine,3,409,409,0,2024-10-12T02:54:08.888271
Olanzapine,73,330,330,0,2024-10-12T02:54:08.888271
Sotalol,81,398,398,0,2024-10-12T02:54:08.903878
Paliperidone,38,279,279,0,2024-10-12T02:54:08.903878
Esomeprazole,52,323,323,0,2024-10-12T02:54:08.919519
Apixaban,49,88,88,0,2024-10-12T02:54:08.919519
Insulin glargine,56,292,292,0,2024-10-12T02:54:08.919519
Metformin,5,494,494,0,2024-10-12T02:54:08.935130
Tadalafil,87,20,20,0,2024-10-12T02:54:08.935130
Dulaglutide,81,149,149,0,2024-10-12T02:54:08.950748
Azelastine,1,421,421,0,2024-10-12T02:54:08.950748
Tizanidine,96,226,226,0,2024-10-12T02:54:08.950748
Ropinirole,14,236,236,0,2024-10-12T02:54:08.966378
Isosorbide dinitrate,67,199,199,0,2024-10-12T02:54:08.966378
Nitroglycerin,96,207,207,0,2024-10-12T02:54:08.982016
Acetazolamide,76,320,320,0,2024-10-12T02:54:08.982016
Methotrexate,53,270,270,0,2024-10-12T02:54:08.982016
Bicalutamide,17,170,170,0,2024-10-12T02:54:08.997641
Beclomethasone,52,279,279,0,2024-10-12T02:54:08.997641
Clobetasol,76,73,73,0,2024-10-12T02:54:09.013248
Dexamethasone,77,358,358,0,2024-10-12T02:54:09.013248
Gatifloxacin,32,382,382,0,2024-10-12T02:54:09.013248
Imatinib,96,179,179,0,2024-10-12T02:54:09.028874
Ketorolac,35,347,347,0,2024-10-12T02:54:09.028874
Quetiapine,42,23,23,0,2024-10-12T02:54:09.044499
Thiamine,84,17,17,0,2024-10-12T02:54:09.044499
Valproate,17,327,327,0,2024-10-12T02:54:09.060127
Phentermine,58,61,61,0,2024-10-12T02:54:09.060127
Varenicline,74,355,355,0,2024-10-12T02:54:09.075843
Rivastigmine,26,244,244,0,2024-10-12T02:54:09.075843
Donepezil,15,199,199,0,2024-10-12T02:54:09.075843
Simethicone,62,457,457,0,2024-10-12T02:54:09.091373
Lidocaine,77,423,423,0,2024-10-12T02:54:09.091373
Gabapentin,59,440,440,0,2024-10-12T02:54:09.107002
Propranolol,22,198,198,0,2024-10-12T02:54:09.107002
Epinphrine,54,35,35,0,2024-10-12T02:54:09.122625
Clobetasone,51,226,226,0,2024-10-12T02:54:09.122625
Folic acid,37,363,363,0,2024-10-12T02:54:09.138253
Sodium bicarbonate,12,3,3,0,2024-10-12T02:54:09.138253
Sucrose,69,184,184,0,2024-10-12T02:54:09.153889
Hydrocortisone,70,417,417,0,2024-10-12T02:54:09.153889
Sodium nitroprusside,75,370,370,0,2024-10-12T02:54:09.169506
Carbidopa/Levodopa,77,131,131,0,2024-10-12T02:54:09.169506
Ascorbic acid,88,198,198,0,2024-10-12T02:54:09.185124
Diclofenac,77,317,317,0,2024-10-12T02:54:09.185124
Topiramate,79,357,357,0,2024-10-12T02:54:09.185124
Nortriptyline,100,137,137,0,2024-10-12T02:54:09.200750
Fluconazole,40,11,11,0,2024-10-12T02:54:09.200750
Metronidazole,85,48,48,0,2024-10-12T02:54:09.216383
Theophylline,82,393,393,0,2024-10-12T02:54:09.216383
Amphotericin B,46,372,372,0,2024-10-12T02:54:09.232082
Adefovir,85,29,29,0,2024-10-12T02:54:09.232082
Valganciclovir,34,478,478,0,2024-10-12T02:54:09.247634
Diltiazem,41,409,409,0,2024-10-12T02:54:09.256444
Mupirocin,91,280,280,0,2024-10-12T02:54:09.263448
Phenylephrine,61,455,455,0,2024-10-12T02:54:09.269929
Ranitidine,79,47,47,0,2024-10-12T02:54:09.276937
Probenecid,27,248,248,0,2024-10-12T02:54:09.282940
Dronabinol,55,391,391,0,2024-10-12T02:54:09.286055
Paliperidone,76,7,7,0,2024-10-12T02:54:09.286055
Bupropion,83,330,330,0,2024-10-12T02:54:09.301692
Levothyroxine,79,203,203,0,2024-10-12T02:54:09.301692
Metoprolol,34,103,103,0,2024-10-12T02:54:09.301692
Olanzapine,57,459,459,0,2024-10-12T02:54:09.317307
Tolterodine,47,445,445,0,2024-10-12T02:54:09.317307
